sub_county_id,sub_county_name,national_id,initial,occupation,patient_id,gender,date_of_birth,is_regular_smoker,insurance_id,country_id,country_name,county_id,county_name,level_of_education,phone_number_category,phone_number,insurance_status,is_pregnant,site_id,site_name,first_name,last_name,age,middle_name,landmark,program_id,program_name,insurance_type,is_support_group,is_active,is_deleted,tenant_id,created_by,updated_by,updated_at,created_at,has_hypertension,has_diabetes,has_mental_health_issue,on_htn_meds,on_diabetes_meds,on_mh_treatment
57,Ganze,29152071145635,J,Futures trader,291520711,M,1974-08-26,True,,KE,Kenya,7,Kilifi,Bachelor's Degree,Family,1420438450,None,False,14,Mukurweini Sub-County Hospital,Jason,Carter,50,James,17643 Jacobs Flats Suite 166,8b9f8f9e-6930-4ded-8584-8c5467243223,Hypertension Management,None,False,False,False,559ea7ce-a051-421b-b90a-cdc3bcf66478,Bianca Jackson,Bianca Jackson,2025-04-07 21:15:06,2025-04-07 20:40:52,False,False,False,False,False,False
66,Dagoretti North,13653810465500,J,"Programmer, systems",136538104,F,1974-05-26,False,,KE,Kenya,9,Nairobi,No Formal Education,Family,8574911066,None,False,55,Dagoretti Sub-County Hospital Mutuini,Joann,Schmitt,50,,4187 Denise Mission,29d2f8eb-92ef-4aba-8fbb-096c33f6eb59,General Wellness,None,True,True,False,324719fb-4341-4629-a74f-21df1430bb55,Arthur Friedman,Arthur Friedman,2025-04-07 22:25:46,2025-04-07 22:06:40,False,False,False,False,False,False
59,Kaloleni,46726630405249,J,Fine artist,467266304,M,1959-02-02,False,21014594857772,KE,Kenya,7,Kilifi,Primary Education,Work,9316459824,Active,False,41,JM Kariuki Memorial Hospital,Joshua,Orozco,66,,047 Kelly Orchard Apt. 651,1a8b289c-bec3-4782-8bb8-e046bbfe083d,Hypertension Management,Employer-Based,False,True,False,4b412476-a721-4746-9962-064a811173e9,Kenneth Dominguez,Kenneth Dominguez,2025-04-07 23:15:52,2025-04-07 22:59:44,False,False,False,False,False,False
2,Mbooni,23513075220761,R,Neurosurgeon,235130752,F,1969-09-30,True,,KE,Kenya,1,Makueni,Master's Degree,Emergency,0327357125,None,False,2,Kibwezi Sub-County Hospital,Rebecca,Massey,55,,12300 Ellis Parkways Suite 915,9b302971-5460-46fe-9102-99ee7e00824f,General Wellness,None,True,True,False,f2e838c8-65ff-4de5-9761-66e79ae7ed80,Andrew Atkins,Andrew Atkins,2025-04-08 00:22:26,2025-04-07 23:55:36,False,False,False,False,False,False
37,Rongai,17509264981662,C,Airline pilot,175092649,F,1956-09-15,False,27994192386055,KE,Kenya,4,Nakuru,Primary Education,Emergency,8057836903,Active,False,49,Shamata Health Centre,Cynthia,Thornton,68,,1365 David Passage,d4444c91-3e4e-4320-a500-067eaa0eec29,General Wellness,NHIF,True,False,False,a2cf45e2-870a-4375-b426-ba1035c66392,Joseph Hayden,Jill Brown,2025-04-08 01:18:27,2025-04-08 00:51:57,False,False,False,False,False,False
14,Tetu,33847983409425,E,Firefighter,338479834,F,1980-10-29,True,27341611127758,KE,Kenya,2,Nyeri,Diploma,Work,0600746143,Active,True,57,Riruta Health Centre,Erica,Oconnor,44,,04917 Snow Haven Apt. 687,39c6ee9a-67ad-466e-893f-400aed4d3a1f,Hypertension Management,Employer-Based,False,True,False,14a97f2f-40e9-4f5f-b11c-a027444dc68d,Miss Sarah Ritter,Brooke Roberts,2025-04-08 02:28:02,2025-04-08 01:46:56,False,False,False,False,False,False
35,Kuresoi South,14565310283894,A,"Pilot, airline",145653102,F,1970-04-25,False,,KE,Kenya,4,Nakuru,Bachelor's Degree,Emergency,5774054586,None,False,11,Nyeri County Referral Hospital,Angela,Chandler,55,,248 Parker Harbor,3143958f-de19-4459-8982-420436ed6f33,General Wellness,None,False,False,False,e28ed4ab-3900-4fbe-9493-fd60ab35609e,Donna Moore,Troy Meyers,2025-04-08 03:19:22,2025-04-08 02:44:59,False,False,False,False,False,False
61,Kisauni,24732149938101,C,"Engineer, energy",247321499,F,1987-01-25,True,,KE,Kenya,8,Mombasa,Primary Education,Emergency,7263492122,None,False,21,Kakamega County Referral Hospital,Carolyn,Hunter,38,Sonya,982 Lee Turnpike,129fbc50-4210-4c3c-8266-09a20f2b7bf0,Diabetes Care,None,True,True,False,ba0ee75f-c428-4be4-8057-45a929f6095d,Christine Miller,Sarah Burton,2025-04-08 03:50:09,2025-04-08 03:33:03,False,False,False,False,False,False
75,Lang'ata,15090553273131,A,"Psychologist, forensic",150905532,M,2000-04-18,False,10053616423904,KE,Kenya,9,Nairobi,Master's Degree,Emergency,8456771541,Active,False,31,Nakuru Level 5 Hospital,Alexander,Murray,25,,0456 Barbara Courts Suite 457,f8f73f1f-195d-4ac3-b87d-16accd984728,Diabetes Care,Employer-Based,True,False,False,2a4987ac-d655-4d61-bea5-024f062350b3,James Randall,Roger Taylor,2025-04-08 04:51:32,2025-04-08 04:37:06,False,False,False,False,False,False
49,Buuri,22029585924965,M,"Restaurant manager, fast food",220295859,M,1989-10-05,False,32513327159245,KE,Kenya,6,Meru,Master's Degree,Family,6647608520,Active,False,39,Njoro Sub-County Hospital,Matthew,Vasquez,35,Rachel,296 Rivera Islands Apt. 175,7c335d47-1a39-420c-bd02-2155e730aebf,General Wellness,Private,False,False,False,69f6b779-2465-4c59-ad2a-b06f459d7582,Eric Garner,Martin Young,2025-04-08 06:25:05,2025-04-08 05:59:26,False,False,True,False,False,False
16,Butere,20522815696727,A,Camera operator,205228156,M,1980-11-28,True,,KE,Kenya,3,Kakamega,Doctorate,Work,7275442206,None,False,30,Sheywe Community Hospital Limited,Antonio,Berry,44,,069 Brooke Plain Suite 386,1f6cab06-c319-46c4-825d-82707d235de6,Hypertension Management,None,True,False,False,4b919de9-1be9-493c-86f6-74e3642de8a7,Danielle Murphy,Danielle Murphy,2025-04-08 07:21:03,2025-04-08 07:04:10,False,False,False,False,False,False
43,Ol Joro Orok,22402544078648,R,"Engineer, biomedical",224025440,F,1948-07-18,False,63760814885627,KE,Kenya,5,Nyandarua,Master's Degree,Emergency,6390321430,Active,False,21,Kakamega County Referral Hospital,Rachel,Hill,76,,393 Lori Common,684ebc1b-3e5e-4c38-8a41-e45d0453ee97,Hypertension Management,Private,True,True,False,c9070ce1-10e6-476d-8771-c5f1aa17e9c5,Christine Miller,Christine Miller,2025-04-08 08:21:58,2025-04-08 07:54:39,False,False,False,False,False,False
