sub_county_id,sub_county_name,national_id,initial,occupation,patient_id,gender,date_of_birth,is_regular_smoker,insurance_id,country_id,country_name,county_id,county_name,level_of_education,phone_number_category,phone_number,insurance_status,is_pregnant,site_id,site_name,first_name,last_name,age,middle_name,landmark,program_id,program_name,insurance_type,is_support_group,is_active,is_deleted,tenant_id,created_by,updated_by,updated_at,created_at,has_hypertension,has_diabetes,has_mental_health_issue,on_htn_meds,on_diabetes_meds,on_mh_treatment
33,Bahati,31222724877068,M,Environmental manager,312227248,M,1977-05-31,True,22376721873230,KE,Kenya,4,Nakuru,Master's Degree,Emergency,3364722353,Active,False,72,Kilifi County Hospital,Mark,Macias,48,,828 Keith Islands,8fa602b7-769c-408d-a779-766efa0f1b70,General Wellness,Community-Based,False,True,False,626ffa2e-a110-40e1-92ff-9b80f372bf6e,Joe Evans,Joe Evans,2025-04-25 21:00:16,2025-04-25 20:53:54,False,False,False,False,False,False
29,Nakuru Town West,22585734481250,M,Electrical engineer,225857344,F,1971-11-24,True,12083637157916,KE,Kenya,4,Nakuru,Bachelor's Degree,Family,4890242395,Active,False,18,Gichiche Health Centre,Michelle,Gardner,53,,9995 Fox Squares Apt. 324,43b61ae7-4932-40c6-9d54-80f12c68d1af,Hypertension Management,Private,False,False,False,77d9c7f9-4a15-465e-9e39-5906a3e97139,Adriana Smith,Paul Hanson,2025-04-25 22:05:12,2025-04-25 21:48:58,False,False,False,False,False,False
53,Kilifi North,16185248128434,R,Ship broker,161852481,M,1996-12-31,True,16059386718235,KE,Kenya,7,Kilifi,Diploma,Work,7303273317,Active,False,73,Malindi Sub-County Hospital,Robert,Perez,28,,182 Smith Run Suite 913,b323da32-34e3-46a5-aa14-6e83a5886bd8,Diabetes Care,NHIF,False,False,False,97fab9dc-ef32-412b-9844-52fc4ac965f4,Jacob Mcclain,Jacob Mcclain,2025-04-25 23:39:06,2025-04-25 23:32:27,False,False,False,False,False,False
50,Igembe Central,32880232177986,B,Patent examiner,328802321,M,1981-05-20,False,10242876964309,KE,Kenya,6,Meru,Doctorate,Work,7679106203,Active,False,80,Vipingo Rural Demonstration Health Centre,Brendan,Williams,44,Kelly,0098 Woods Freeway Suite 644,7789b83f-2270-4783-afde-07310bc3f134,General Wellness,Employer-Based,True,False,False,d7318c2a-ce23-4d85-a07a-052f80c093b4,Jason Dawson,Jason Dawson,2025-04-26 00:44:48,2025-04-26 00:43:56,False,False,False,False,False,False
57,Ganze,29042435808808,K,Ophthalmologist,290424358,F,1974-11-27,False,22783843342068,KE,Kenya,7,Kilifi,Bachelor's Degree,Personal,0397906454,Active,False,48,Wanjohi Health Centre,Kristin,Day,50,,96484 Stanton Throughway Suite 156,b90d18cd-f11f-4151-9cd2-0373df322a4c,General Wellness,NHIF,False,True,False,fff158e7-96d5-4524-a315-ef948e26bfa8,Carol Carter,Carol Carter,2025-04-26 01:43:08,2025-04-26 01:32:21,False,False,False,False,False,False
77,Kibra,70256826665286,J,Mining engineer,702568266,M,1948-04-05,False,20090373060905,KE,Kenya,9,Nairobi,Master's Degree,Emergency,7389350578,Active,False,56,Kangemi Health Centre,Jason,Ibarra,77,Robert,107 Kimberly Shores Suite 386,22a036f5-2fb0-4064-a1f6-901dae81f976,General Wellness,Private,True,True,False,6af46fdc-59a7-44e5-8b26-8e955a085586,Sarah Solis,Kevin Price,2025-04-26 02:35:02,2025-04-26 02:34:03,False,False,False,False,False,False
13,Nyeri Town,20608305466279,S,Systems developer,206083054,M,1975-04-30,False,22079797953698,KE,Kenya,2,Nyeri,No Formal Education,Emergency,4114337666,Active,False,26,Khwisero Sub-County Hospital,Shawn,Jones,50,Amanda,7224 Christina Lodge,f3469698-3f42-44db-9de1-f830762680ea,General Wellness,Private,False,True,False,6500dcd9-caa7-4d5f-8bdd-4e9004048f56,Paul Obado,Paul Obado,2025-04-26 03:41:29,2025-04-26 03:26:36,False,False,False,False,False,False
8,Kieni West,10820887523414,C,Film/video editor,108208875,F,1982-04-30,False,21758576659242,KE,Kenya,2,Nyeri,Primary Education,Personal,2381844675,Active,False,8,Kambu Health Centre,Candice,Vega,43,Linda,0440 Melissa Extension,ce73d408-0a75-42f0-80b9-8d0a3e2e74e0,General Wellness,Employer-Based,False,True,False,01ada7ba-d087-43f0-97c7-721dcc978ea2,Heather Hess,Isaac Chase,2025-04-26 04:07:24,2025-04-26 04:01:53,True,False,False,False,False,False
61,Kisauni,65473124907293,M,"Surveyor, building control",654731249,M,1982-09-09,True,10061387669847,KE,Kenya,8,Mombasa,No Formal Education,Emergency,0492846178,Active,False,66,Jomvu Model Health Centre,Michael,Nguyen,42,John,1337 Daniel Field,c15ffeb3-2393-4cd5-8362-c52da9c644cc,Diabetes Care,NHIF,False,False,False,efb1c11f-3674-4e55-a5c2-5e0d57f342bc,James Reese,James Reese,2025-04-26 05:35:13,2025-04-26 05:28:18,False,False,False,False,False,False
52,Igembe South,93135886358879,M,Consulting civil engineer,931358863,F,1948-05-17,True,44534165009731,KE,Kenya,6,Meru,Diploma,Family,9952598649,Active,False,69,Coast General Teaching Refferal Hospital - Mtongwe Outreach Centre,Michelle,Rivera,77,,9839 Heather Curve Apt. 746,4c488db4-7cca-42d1-96ab-b066ccd39ec2,Diabetes Care,Private,True,False,False,41a0ca97-06d6-461a-bafc-49fce5408f13,Amanda Young,Michael Castillo,2025-04-26 06:36:38,2025-04-26 06:25:17,False,False,False,False,False,False
