sub_county_id,sub_county_name,national_id,initial,occupation,patient_id,gender,date_of_birth,is_regular_smoker,insurance_id,country_id,country_name,county_id,county_name,level_of_education,phone_number_category,phone_number,insurance_status,is_pregnant,site_id,site_name,first_name,last_name,age,middle_name,landmark,program_id,program_name,insurance_type,is_support_group,is_active,is_deleted,tenant_id,created_by,updated_by,updated_at,created_at,has_hypertension,has_diabetes,has_mental_health_issue,on_htn_meds,on_diabetes_meds,on_mh_treatment
24,Kakamega South,19053439627933,R,Exercise physiologist,190534396,M,2002-12-04,False,16246027809461,KE,Kenya,3,Kakamega,Doctorate,Emergency,5480293358,Active,False,69,Coast General Teaching Refferal Hospital - Mtongwe Outreach Centre,Robert,Taylor,73,,91065 Allen Unions Suite 174,21f9795f-b92e-47b6-9e5d-97376195b356,Diabetes Care,NHIF,False,False,False,f12e3b0e-9c46-42a6-8162-bb6581fe97ed,Michael Castillo,Michael Castillo,2025-04-27 12:09:07,2025-04-27 11:49:37,False,False,False,False,False,False
80,Ruaraka,26710135361287,G,Lawyer,267101353,M,1984-06-08,True,28317171452728,KE,Kenya,9,Nairobi,No Formal Education,Personal,1401283319,Active,False,29,Likuyani Sub-County Hospital,George,King,28,Kenneth,903 Morton Wall Suite 177,e4a830ca-cf7e-493a-8014-757707c228ff,Hypertension Management,Private,False,True,False,c680bf94-b52a-409c-ba0e-607f4c7ee105,Laura Alexander MD,Laura Alexander MD,2025-04-27 13:19:52,2025-04-27 13:07:50,False,False,False,False,False,False
60,Mvita,55921186863248,A,Exhibition designer,559211868,F,1978-01-21,False,15521799171291,KE,Kenya,8,Mombasa,Bachelor's Degree,Emergency,1246051648,Active,False,24,Malava Sub-County Hospital,Angela,Tucker,78,Alyssa,76841 Gallagher Lodge,f6ac68be-b544-4f71-ae09-22af68d2d149,Diabetes Care,NHIF,False,True,False,395cd3d9-b9e0-4c7b-bb35-902df3e404e1,Gabriela Randolph,Wendy Webb,2025-04-27 14:12:19,2025-04-27 13:44:17,False,False,False,False,False,False
29,Nakuru Town West,86310780998898,J,"Geneticist, molecular",863107809,M,1991-08-04,True,17964078773784,KE,Kenya,4,Nakuru,Master's Degree,Personal,9731730332,Active,False,88,Kanyakine Sub County Hospital,Jim,Glenn,76,Jessica,7451 Kevin Harbors Apt. 947,ba0679d6-6c21-48da-8446-d1ddf883130f,Hypertension Management,Private,False,True,False,5d14ba96-c1ea-447b-9ec5-d99310a45c1b,Blake Rhodes,Blake Rhodes,2025-04-27 14:47:49,2025-04-27 14:21:21,False,False,False,False,False,False
74,Kasarani,23197497694239,M,Publishing rights manager,231974976,F,1990-09-08,False,,KE,Kenya,9,Nairobi,Diploma,Emergency,4270799594,None,False,74,Mariakani Sub-County Hospital,Molly,Robinson,73,,10797 Parker Mission,e40321d9-837f-41fc-aa30-7d6dfc9e44b1,General Wellness,None,True,False,False,c3c34e32-1e96-4b38-8eeb-bf28b8389eeb,Shelby Lopez,Shelby Lopez,2025-04-27 16:00:49,2025-04-27 15:57:40,False,False,False,False,False,False
82,Roysambu,55415772235508,I,Transport planner,554157722,M,2003-06-20,True,13721959912423,KE,Kenya,9,Nairobi,Master's Degree,Work,9348540390,Active,False,59,Kasarani Health Centre,Ivan,Nunez,57,Gregory,685 Smith Mews Suite 992,23b90214-9ae2-4243-b8e5-9e715d79db3e,Diabetes Care,Private,True,True,False,46380f9c-8566-4960-9967-d3dc9a760d47,John Landry,John Landry,2025-04-27 16:57:18,2025-04-27 16:52:12,False,False,False,False,False,False
31,Molo,28343942471112,T,"Engineer, land",283439424,F,1989-09-10,False,78150057853478,KE,Kenya,4,Nakuru,Bachelor's Degree,Work,0977779570,Active,False,59,Kasarani Health Centre,Tammy,Finley,53,Michelle,3779 Natasha Valley,5ca8cfeb-e31a-47b2-9c0b-4c669d380803,Diabetes Care,NHIF,False,True,False,74ab08a2-2bf8-40bf-9c05-998f5676621f,John Landry,John Landry,2025-04-27 17:40:14,2025-04-27 17:25:20,False,False,False,False,False,False
9,Mathira East,21601407681602,O,"Engineer, drilling",216014076,F,1956-09-18,False,,KE,Kenya,2,Nyeri,Diploma,Family,8962206824,None,False,25,Mautuma County Hospital,Olivia,Wallace,75,Meagan,30239 Johnny Light,114fa483-a59e-497b-81f0-866438b6f736,Hypertension Management,None,False,False,False,202b36d9-4b2b-4de8-a165-5a4b84db8797,Samantha Todd,Nicholas Case,2025-04-27 18:54:21,2025-04-27 18:24:28,False,False,False,False,False,False
70,Embakasi North,24723699551152,A,Tour manager,247236995,F,1975-12-25,True,31261626429823,KE,Kenya,9,Nairobi,No Formal Education,Work,9523578652,Active,False,70,Diani Beach Hospital Limited - Shika Adabu,Alison,Morales,79,Michelle,85370 Kristen Wall,8fc0fac5-7c70-478f-ae55-057d44870e9b,Hypertension Management,Private,False,True,False,0f5bdcf5-9e67-4b28-9aea-c026287b13bc,Lindsey Davis,Elizabeth Johnson,2025-04-27 20:19:17,2025-04-27 20:17:41,False,False,False,False,False,False
17,Mumias,13162832372485,T,Senior tax professional/tax inspector,131628323,F,1935-04-13,False,16503762022960,KE,Kenya,3,Kakamega,Diploma,Family,1980425542,Active,True,55,Dagoretti Sub-County Hospital Mutuini,Teresa,King,43,,76425 Owen Neck Suite 887,b338e238-c8e9-4586-87bf-ef5f51954b00,Hypertension Management,Private,True,False,False,ca035057-3bff-4af6-a789-2f408c7beede,Mary Harris,Mary Harris,2025-04-27 21:03:16,2025-04-27 20:43:40,False,False,False,False,False,False
