sub_county_id,sub_county_name,national_id,initial,occupation,patient_id,gender,date_of_birth,is_regular_smoker,insurance_id,country_id,country_name,county_id,county_name,level_of_education,phone_number_category,phone_number,insurance_status,is_pregnant,site_id,site_name,first_name,last_name,age,middle_name,landmark,program_id,program_name,insurance_type,is_support_group,is_active,is_deleted,tenant_id,created_by,updated_by,updated_at,created_at,has_hypertension,has_diabetes,has_mental_health_issue,on_htn_meds,on_diabetes_meds,on_mh_treatment
37,Rongai,31690818355899,M,"Surveyor, mining",316908183,F,1963-02-11,True,15471012827773,KE,Kenya,4,Nakuru,Secondary Education,Work,9600133890,Active,False,31,Nakuru Level 5 Hospital,Margaret,Johnson,62,,863 Lawrence Valleys,b7b4ee9a-9799-4c93-9ffa-51f129189f9f,General Wellness,Private,False,True,False,f3b4a774-328f-458b-a058-9cfecf39c3ff,Roger Taylor,Roger Taylor,2025-04-26 15:08:47,2025-04-26 14:53:33,False,False,False,False,False,False
36,Njoro,20882072932982,S,Psychiatric nurse,208820729,M,1955-04-07,False,77288598741396,KE,Kenya,4,Nakuru,Secondary Education,Family,5116155940,Active,False,27,Matungu Sub-County Hospital,Sean,Blake,70,,1849 Ray Squares,14280f39-6a02-46b8-a778-6d7b85bdd95c,Hypertension Management,Community-Based,True,True,False,97e2e987-2b4c-4ffa-9d34-fcf69132744f,Elaine Serrano,Elaine Serrano,2025-04-26 16:31:41,2025-04-26 16:24:29,False,False,False,False,False,False
19,Lugari,54044742179226,A,Financial risk analyst,540447421,F,1949-10-30,True,,KE,Kenya,3,Kakamega,Diploma,Personal,5255341928,None,False,64,Magongo (MCM) Dispensary,Andrea,Stanley,75,Patricia,6483 Cameron Trail,3e7a553b-dc40-4d2f-935d-a5c997fde208,Hypertension Management,None,False,False,False,11ed298d-c310-4eaa-bd94-b0519beedb5c,Vincent Brown,Vincent Brown,2025-04-26 17:35:42,2025-04-26 17:35:13,False,False,False,False,False,False
21,Khwisero,60193402550419,A,Solicitor,601934025,F,1999-03-08,True,14834312050295,KE,Kenya,3,Kakamega,Secondary Education,Personal,5376724238,Active,False,77,Bamba Sub County Hospital,Amy,Underwood,26,,969 Cox Dam Suite 101,08845b3a-efe1-4d5c-b2a3-0529e9500eda,General Wellness,NHIF,False,False,False,8e19ff06-e008-4825-9446-388104e33f48,Mark Hall,Mark Hall,2025-04-26 18:25:45,2025-04-26 17:58:22,False,False,False,False,False,False
78,Makadara,14394436695322,B,Hospital doctor,143944366,F,1990-09-15,False,20270510576661,KE,Kenya,9,Nairobi,Bachelor's Degree,Family,7848018451,Active,False,3,Kilungu Sub-County Hospital,Brittany,Moore,34,,70482 Monica Hills Apt. 252,360c4198-8fe0-4331-991e-22e55ee2933f,Diabetes Care,Community-Based,True,False,False,114b3402-e4a9-421b-99bc-ffda325e9d77,Jonathan York,Jonathan York,2025-04-26 19:26:00,2025-04-26 19:05:39,False,False,False,False,False,False
77,Kibra,33258003683119,J,Comptroller,332580036,M,1944-06-09,True,22739126006271,KE,Kenya,9,Nairobi,Diploma,Family,4303911718,Active,False,62,Port Reitz Sub-County Hospital,Joshua,Osborne,81,Joseph,782 Rose Rest,24f3936f-d7e7-4e96-9461-d43f3ce2f84c,General Wellness,NHIF,False,True,False,eb04ef1e-f1db-4961-a560-5112b45d5cce,Abigail West,Abigail West,2025-04-26 20:28:46,2025-04-26 20:17:43,False,False,False,False,False,False
17,Mumias,23750203171041,J,"Surveyor, building",237502031,F,1981-02-05,False,28549820246811,KE,Kenya,3,Kakamega,No Formal Education,Personal,7871331509,Active,False,22,Butere Sub-County Hospital,Jenny,Lewis,44,,301 Jeremy Bypass,e74dd5e1-3160-4eed-b06c-428668e42602,Diabetes Care,NHIF,False,False,False,0e887f14-e8f5-47f9-b33e-5831184bc0cb,Joseph Mendoza,Courtney Lee,2025-04-26 21:34:36,2025-04-26 21:28:23,False,False,False,False,False,False
74,Kasarani,30639108123247,S,Pharmacologist,306391081,F,1960-08-05,True,32523752355276,KE,Kenya,9,Nairobi,Doctorate,Emergency,9737631165,Active,False,56,Kangemi Health Centre,Shannon,Jones,64,,0106 Mcbride Coves Apt. 338,1132ffcf-0205-46bb-8caa-801b09497cf2,General Wellness,Community-Based,False,False,False,a13f9402-fdaf-4d7c-8dec-5e2007db590c,Becky Shea DDS,Becky Shea DDS,2025-04-26 22:28:58,2025-04-26 21:55:50,False,False,False,False,False,False
12,Mukurweini,31593701670952,J,Oncologist,315937016,F,1963-05-10,False,13245262749569,KE,Kenya,2,Nyeri,Primary Education,Personal,0801326773,Active,False,21,Kakamega County Referral Hospital,Joan,Henderson,62,,60647 Henderson Street,08ee4f3f-2da4-409a-9fb6-df32422852d8,Hypertension Management,Community-Based,True,True,False,ea462541-1383-4d88-a64d-834e933a8764,Scott Burns,Christine Miller,2025-04-26 23:16:55,2025-04-26 23:08:24,False,False,False,False,False,False
66,Dagoretti North,11484337727714,Z,Rural practice surveyor,114843377,M,1954-12-07,True,76456704561942,KE,Kenya,9,Nairobi,Primary Education,Work,0500978820,Active,False,6,Wote Health Centre,Zachary,Peters,70,Michelle,19136 Shelly Port,e12310ec-9f64-40c7-b2b0-7bc177475333,General Wellness,Community-Based,True,True,False,facbb3ba-60f6-4290-b35a-8200a92f8abf,Diana Martin,Diana Martin,2025-04-27 00:10:02,2025-04-26 23:49:47,False,False,False,False,False,False
23,Navakholo,25903711939556,D,Wellsite geologist,259037119,F,1986-07-19,False,,KE,Kenya,3,Kakamega,Primary Education,Family,3462475107,None,False,74,Mariakani Sub-County Hospital,Danielle,Wheeler,38,,83842 Ibarra Gardens,9388d948-3238-43ea-a30b-c40432d9e985,Diabetes Care,None,False,False,False,f4b9fe2d-73c8-4b82-b778-84d1faf8f7fc,Ralph Dawson,Ralph Dawson,2025-04-27 01:11:02,2025-04-27 00:42:25,False,False,False,False,False,False
81,Starehe,41044133021845,J,Lobbyist,410441330,F,1981-05-13,True,14385715198572,KE,Kenya,9,Nairobi,No Formal Education,Personal,2411824493,Active,False,38,Elburgon Sub-County Hospital,Jaclyn,Moore,44,,487 Whitehead Vista,94e9a761-7da6-4b3d-8442-391c6b74401a,Hypertension Management,Employer-Based,True,True,False,2e7047c3-02ee-4f57-9182-ad7f23097e37,Melody Woods,Colin Prince,2025-04-27 02:30:00,2025-04-27 02:24:51,False,False,False,False,False,False
79,Mathare,11197056400680,A,Merchant navy officer,111970564,F,1963-03-24,True,,KE,Kenya,9,Nairobi,Secondary Education,Emergency,7868011280,None,False,48,Wanjohi Health Centre,Amber,Walters,62,,2045 Rachel Fords,a7aa6a46-c1a6-4c02-9549-9db2aacd6ebf,General Wellness,None,False,True,False,75853062-0a60-4fc9-bed3-4deb4b145a52,Tracy Taylor,Tracy Taylor,2025-04-27 02:40:04,2025-04-27 02:39:50,False,False,False,False,False,False
8,Kieni West,19484396868431,M,Arboriculturist,194843968,F,1982-07-01,False,27849757886780,KE,Kenya,2,Nyeri,Bachelor's Degree,Work,6025634216,Active,True,8,Kambu Health Centre,Melanie,Estrada,42,Heather,37543 Andrew Fields Suite 541,cf9c8ff6-a3d6-4661-8d74-7c9c7799e5b7,Hypertension Management,Employer-Based,False,False,False,46bbb8c1-cdf7-4cbf-8843-081916a2adb0,Heather Hess,Heather Hess,2025-04-27 04:36:45,2025-04-27 04:36:32,False,False,False,False,False,False
50,Igembe Central,30598067935432,T,Trading standards officer,305980679,F,1988-01-20,False,28046805618048,KE,Kenya,6,Meru,Secondary Education,Family,2940196556,Active,False,31,Nakuru Level 5 Hospital,Tracy,Ramirez,37,,9340 Smith Valley,138cbb4c-1472-4162-baed-0f70d15c1c6e,General Wellness,NHIF,True,False,False,925374ff-e93f-498e-b92f-d07646599e22,Roger Taylor,Roger Taylor,2025-04-27 05:25:14,2025-04-27 05:11:36,False,False,False,False,False,False
11,Othaya,25384225204859,J,"Surveyor, building",253842252,M,1994-11-21,False,24958047447738,KE,Kenya,2,Nyeri,Bachelor's Degree,Work,9514846564,Active,False,5,Sultan Hamud Health Centre,Joshua,Ball,30,,66299 Sullivan Village,dddffb18-d7f8-4fe4-b3ed-a02e36ba5d3e,Hypertension Management,NHIF,False,True,False,3a0cf411-2f6b-4f82-a662-db08374845ce,Brian Miller,Brian Miller,2025-04-27 06:30:29,2025-04-27 06:27:08,False,False,False,False,False,False
68,Embakasi Central,95777955286311,A,Farm manager,957779552,M,1973-08-26,False,11707327135399,KE,Kenya,9,Nairobi,Doctorate,Family,3872148951,Active,False,46,Ol Joro Orok Medical Clinic,Aaron,Mitchell,51,,32003 Carr Trafficway Apt. 769,b2e618de-74a7-4652-80f9-de03a5c0054e,Hypertension Management,Private,True,True,False,c54b5acd-1ec8-417f-91c0-6618213b4ccb,Jason Walter,Marco Davis,2025-04-27 07:35:24,2025-04-27 07:30:28,False,False,False,False,False,False
18,Matete,18852018906579,C,Set designer,188520189,M,1961-01-01,True,,KE,Kenya,3,Kakamega,Bachelor's Degree,Family,2870831727,None,False,20,Mweiga Health Centre,Cory,Horton,64,Johnny,9868 Merritt Summit Suite 743,67e71331-e7e2-418e-a303-8a2519387b2d,Hypertension Management,None,True,True,False,3c27691f-3871-458d-9cf5-d72ffdc22833,Jimmy Lee,Jimmy Lee,2025-04-27 08:31:41,2025-04-27 07:46:54,False,False,False,False,False,False
24,Kakamega South,18872740238796,R,"Designer, ceramics/pottery",188727402,M,1977-05-17,True,13299941679350,KE,Kenya,3,Kakamega,Bachelor's Degree,Emergency,3455812236,Active,False,2,Kibwezi Sub-County Hospital,Ryan,Ramirez,48,Paula,66587 Brown Village,72210ff5-6ec6-4e7d-ad44-dd8b9bea3957,Diabetes Care,Employer-Based,False,False,False,06ef5359-f365-48ce-9e50-6a1e6f8d9cf0,Andrew Atkins,Andrew Atkins,2025-04-27 09:27:46,2025-04-27 09:19:37,False,False,True,False,False,False
25,Kakamega Central,26969598045294,J,Press photographer,269695980,F,1984-02-23,False,,KE,Kenya,3,Kakamega,Primary Education,Family,4668893734,None,True,22,Butere Sub-County Hospital,Jennifer,Stein,41,,65627 Tina Place Apt. 699,6249bb50-3c26-4719-9d3d-869142e5488a,General Wellness,None,True,False,False,56301d5a-371c-4a4d-983e-9577d73920a2,Courtney Lee,Rachel Santos,2025-04-27 10:24:38,2025-04-27 10:24:18,False,False,False,False,False,False
7,Kieni East,32056169490815,M,"Psychotherapist, dance movement",320561694,F,1973-07-26,False,19907156249690,KE,Kenya,2,Nyeri,Diploma,Family,5375564641,Active,False,22,Butere Sub-County Hospital,Mary,Miller,51,,805 Debra Tunnel,c1da1e80-fffa-4f08-9280-f592ae21efea,General Wellness,Private,True,False,False,2e971e32-7b58-47c9-9a29-438dd87613e0,Courtney Lee,Courtney Lee,2025-04-27 11:17:36,2025-04-27 10:46:05,False,False,False,False,False,False
12,Mukurweini,11559476183388,T,Training and development officer,115594761,M,1946-07-06,False,33020596987790,KE,Kenya,2,Nyeri,No Formal Education,Emergency,2719374529,Active,False,38,Elburgon Sub-County Hospital,Tyler,Williams,78,,41904 Sanders Stravenue,5f002fd4-a131-465b-b53f-f8cf36c68954,Hypertension Management,Private,True,True,False,cb0fdd3a-e3ea-41df-a405-7c39997e3350,Colin Prince,Colin Prince,2025-04-27 12:07:18,2025-04-27 11:53:42,False,False,False,False,False,False
41,Ndaragwa,16134189029199,C,Recruitment consultant,161341890,M,1987-01-31,False,,KE,Kenya,5,Nyandarua,Master's Degree,Family,0586518506,None,False,77,Bamba Sub County Hospital,Craig,Vargas,38,,5726 Jessica Run,e4550fd2-2e68-4ce2-9193-c9f6381b0602,Diabetes Care,None,False,False,False,75bee4e0-bfd8-4b40-afaa-e9468ae8077e,Mrs. Jennifer Palmer DDS,Mrs. Jennifer Palmer DDS,2025-04-27 13:00:21,2025-04-27 12:53:24,False,False,False,False,False,False
79,Mathare,29054308714246,D,"Journalist, broadcasting",290543087,M,1977-04-20,True,,KE,Kenya,9,Nairobi,Secondary Education,Personal,4737996507,None,False,84,Maua Methodist Hospital,Devin,Morton,48,Kimberly,3545 Beard Squares,1bc7bda4-e3d4-48b7-9498-330e2bbe2932,Diabetes Care,None,True,True,False,dc84a61f-c2a1-42fe-b551-88fd823a36b5,Aimee Ramirez,Aimee Ramirez,2025-04-27 14:23:26,2025-04-27 14:08:34,False,False,False,False,False,False
54,Kilifi South,33174027541185,S,Television camera operator,331740275,F,1957-05-26,False,,KE,Kenya,7,Kilifi,Diploma,Work,7770143634,None,False,37,Keringet Sub County Hospital,Sheryl,Peters,68,Kellie,8856 Bell Motorway Suite 443,6eacbf46-40f0-417b-99c1-0f9db7b614d7,Diabetes Care,None,False,True,False,88d9c260-f006-4ecb-867a-c4815f64d08c,Kathryn Mooney,Kathryn Mooney,2025-04-27 14:59:08,2025-04-27 14:42:40,False,False,False,False,False,False
74,Kasarani,21838252931955,B,Editorial assistant,218382529,F,1980-11-11,True,,KE,Kenya,9,Nairobi,Diploma,Personal,4989413435,None,False,50,Leshau Pondo Health Centre,Barbara,Lee,44,Barbara,82400 Terry Crossroad Suite 109,ec765ad0-4e3a-4adb-acc5-c32dc1305a17,Diabetes Care,None,False,False,False,2eab408f-0407-469d-9cd3-b248127853ae,Mr. Brett Chapman,James Armstrong,2025-04-27 16:34:44,2025-04-27 16:28:51,True,False,False,True,False,False
33,Bahati,21304823445540,D,"Surveyor, insurance",213048234,M,1947-11-23,False,20153143544796,KE,Kenya,4,Nakuru,Doctorate,Family,1902294131,Active,False,85,Muthara Sub-District Hospital,Duane,Mendoza,77,Gina,993 Hayes Mills Suite 964,f9944447-d9f6-4baf-990d-3f230fd2af4a,General Wellness,Community-Based,True,False,False,58cf09c8-bc3b-4ce2-914b-0e68f2451c6e,Neil Singh,Neil Singh,2025-04-27 17:26:40,2025-04-27 16:54:04,False,False,False,False,False,False
62,Changamwe,20907447511596,K,"Horticulturist, amenity",209074475,M,1951-02-25,True,12206852706681,KE,Kenya,8,Mombasa,Secondary Education,Work,3281206797,Active,False,7,Matiliku Health Centre,Keith,Brown,74,Toni,44713 French Road,5212ef96-f3ef-41b7-a470-4844ebaa6487,Hypertension Management,Private,False,False,False,71077eb7-6106-4190-bec6-9e44deca7c0e,Erica Clark,Sandra Smith,2025-04-27 18:30:40,2025-04-27 18:28:54,False,False,False,False,False,False
33,Bahati,56902589408350,K,Operational researcher,569025894,M,1952-03-17,False,15302080153780,KE,Kenya,4,Nakuru,Diploma,Family,0249947174,Active,False,28,Navakholo Sub-County Hospital,Kevin,Lara,73,Christina,877 Carly Meadows Suite 940,548bd4f2-d0e9-4303-ab04-633611e64f95,General Wellness,Community-Based,False,False,False,642119c6-cb08-49ee-961d-37f5fc078674,Michael Thompson,Richard Jackson,2025-04-27 19:21:40,2025-04-27 19:14:00,False,False,False,False,False,False
44,Imenti Central,33976896444302,B,Magazine features editor,339768964,M,1983-07-17,False,11796038575655,KE,Kenya,6,Meru,Secondary Education,Emergency,7874296717,Active,False,65,Likoni Sub-County Hospital,Brandon,Hayden,41,,5125 Steele Heights Suite 807,5cfab2dd-64a3-40ba-b8e9-077844d8b1bd,Diabetes Care,Private,True,False,False,4709a646-6a2e-49fd-badb-4f8c545014a9,Leslie Todd,Leslie Todd,2025-04-27 20:17:36,2025-04-27 20:16:54,False,False,False,False,False,False
38,Subukia,14339658449778,A,Stage manager,143396584,F,1952-04-15,False,21311341962397,KE,Kenya,4,Nakuru,Bachelor's Degree,Emergency,0385977034,Active,False,17,Wamagana Health Centre,Anita,King,73,,7710 Jennifer Inlet,1d50fe7e-a36e-420b-94b0-dd9a223a9919,Hypertension Management,NHIF,False,True,False,2b3d72e4-64e8-43b1-a273-e615e3d46c25,Judy Brooks,Judy Brooks,2025-04-27 21:33:00,2025-04-27 21:29:34,False,False,False,False,False,False
10,Mathira West,18595732118062,K,Music therapist,185957321,F,1950-09-28,True,33406369337814,KE,Kenya,2,Nyeri,Primary Education,Personal,4846773782,Active,False,58,Kayole II Sub County Hospital,Krista,Tran,74,,821 Barton Walk,5f057916-5dd2-4540-a152-fec7f7dcb66c,Diabetes Care,Employer-Based,True,False,False,6a788686-f73a-468d-a384-133b6d41a69b,Phillip Taylor,Phillip Taylor,2025-04-27 21:59:54,2025-04-27 21:52:10,False,False,False,False,False,False
47,Tigania East,26883058830954,J,"Programmer, applications",268830588,F,1978-12-13,False,,KE,Kenya,6,Meru,Diploma,Emergency,7278755886,None,False,36,Subukia Sub-County Hospital,Jennifer,Villa,46,,39636 Louis Mountains Suite 627,849f111b-649e-485e-aa48-082734a04d6a,Diabetes Care,None,True,False,False,b0c76401-5caf-421e-a332-1f7b6d6c3559,Carla Brown,Carla Brown,2025-04-27 22:55:14,2025-04-27 22:55:04,True,False,False,False,False,False
51,Igembe North,94512043321908,T,Catering manager,945120433,F,1984-07-24,True,18541370219134,KE,Kenya,6,Meru,Secondary Education,Work,0262174596,Active,False,90,Timau Sub-County Hospital,Traci,Martinez,40,,865 Brennan Camp Apt. 343,5113fab9-ca3d-4111-aaaf-c05f934c5d2c,General Wellness,Employer-Based,False,True,False,b685bb82-872e-448b-8d99-17f0c6175198,Elizabeth Campbell,Elizabeth Campbell,2025-04-28 00:06:20,2025-04-27 23:59:29,False,False,False,False,False,False
79,Mathare,22387074204128,N,Set designer,223870742,F,1951-02-05,False,,KE,Kenya,9,Nairobi,Primary Education,Work,0050455623,None,False,54,Pumwani Maternity Hospital,Nicole,Hamilton,74,,222 Chelsea Light Apt. 792,cecc32dd-5ec9-4b1b-bdf1-c4147f0748dc,General Wellness,None,False,True,False,c8a9e2cf-e81c-466e-866e-ab0026629c68,Brandon Davis,Brandon Davis,2025-04-28 01:34:08,2025-04-28 01:28:44,False,False,False,False,False,False
41,Ndaragwa,24523042752577,C,Music tutor,245230427,F,1975-09-03,True,,KE,Kenya,5,Nyandarua,Doctorate,Family,1759464743,None,False,65,Likoni Sub-County Hospital,Crystal,Little,49,,36959 Haney Hill Apt. 640,3a67336c-0c0d-4486-af8f-45a0c6d4e418,Hypertension Management,None,True,True,False,052fec82-8604-43e3-a024-4f9ba5be7366,Leslie Todd,Leslie Todd,2025-04-28 01:54:53,2025-04-28 01:54:15,False,False,False,False,False,False
26,Kakamega East,92242789635795,K,TEFL teacher,922427896,M,1947-09-27,True,14868069550441,KE,Kenya,3,Kakamega,No Formal Education,Family,3394210470,Active,False,38,Elburgon Sub-County Hospital,Keith,Jennings,77,Patrick,214 Burgess Extensions Apt. 285,ac4e8601-b0de-4417-9fbc-a4bd2a5e15e2,Hypertension Management,Private,False,False,False,1e716626-7095-4cec-9d0e-60b967a0f063,Lauren Reyes,Colin Prince,2025-04-28 03:35:10,2025-04-28 03:18:13,False,False,False,False,False,False
68,Embakasi Central,18824091724162,K,Software engineer,188240917,F,1955-08-06,False,28881562644195,KE,Kenya,9,Nairobi,Master's Degree,Family,1236851604,Active,False,23,Mumias County Hospital,Kiara,Mcintyre,69,,5496 Rodriguez Fort,357400d5-c98f-4771-b31a-18bcec800b02,General Wellness,Employer-Based,False,True,False,ad1ab349-1a23-4acd-9890-bf2e55ac6f58,Susan Clark,Susan Clark,2025-04-28 04:27:15,2025-04-28 03:54:22,False,False,False,False,False,False
